"filename", "language", "JSON with Comments", "JavaScript", "XML", "Vue", "YAML", "SCSS", "Properties", "Markdown", "JSON", "HTML", "Docker", "comment", "blank", "total"
"/Users/suwei/Desktop/ep-analysis-front/src/layout/components/AppMain.vue", "Vue", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 1, 3, 31
"/Users/suwei/Desktop/ep-analysis-front/src/layout/components/NavBar.vue", "Vue", 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 3, 92
"/Users/suwei/Desktop/ep-analysis-front/src/layout/components/Sidebar/FixiOSBug.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 27
"/Users/suwei/Desktop/ep-analysis-front/src/layout/components/Sidebar/Item.vue", "Vue", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"/Users/suwei/Desktop/ep-analysis-front/src/layout/components/Sidebar/Link.vue", "Vue", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 3, 44
"/Users/suwei/Desktop/ep-analysis-front/src/layout/components/Sidebar/Logo.vue", "Vue", 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 9, 83
"/Users/suwei/Desktop/ep-analysis-front/src/layout/components/Sidebar/SidebarItem.vue", "Vue", 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 6, 7, 96
"/Users/suwei/Desktop/ep-analysis-front/src/layout/components/Sidebar/index.vue", "Vue", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 1, 3, 60
"/Users/suwei/Desktop/ep-analysis-front/src/layout/components/index.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/suwei/Desktop/ep-analysis-front/src/layout/index.vue", "Vue", 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 1, 7, 72
"/Users/suwei/Desktop/ep-analysis-front/src/main.js", "JavaScript", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 16, 94
"/Users/suwei/Desktop/ep-analysis-front/src/permission.js", "JavaScript", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37
"/Users/suwei/Desktop/ep-analysis-front/src/router/index.js", "JavaScript", 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 360
"/Users/suwei/Desktop/ep-analysis-front/src/router/modules/demand.js", "JavaScript", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 86
"/Users/suwei/Desktop/ep-analysis-front/src/router/modules/operate.js", "JavaScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 65
"/Users/suwei/Desktop/ep-analysis-front/src/router/modules/tenant.js", "JavaScript", 0, 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 272
"/Users/suwei/Desktop/ep-analysis-front/src/router/workspace.code-workspace", "JSON with Comments", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/suwei/Desktop/ep-analysis-front/src/settings.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 16
"/Users/suwei/Desktop/ep-analysis-front/src/store/getters.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"/Users/suwei/Desktop/ep-analysis-front/src/store/index.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/suwei/Desktop/ep-analysis-front/src/store/modules/app.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 49
"/Users/suwei/Desktop/ep-analysis-front/src/store/modules/loading.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/suwei/Desktop/ep-analysis-front/src/store/modules/permission.js", "JavaScript", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 106
"/Users/suwei/Desktop/ep-analysis-front/src/store/modules/settings.js", "JavaScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 33
"/Users/suwei/Desktop/ep-analysis-front/src/store/modules/user.js", "JavaScript", 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12, 139
"/Users/suwei/Desktop/ep-analysis-front/src/styles/element-ui.scss", "SCSS", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 5, 10, 50
"/Users/suwei/Desktop/ep-analysis-front/src/styles/index.scss", "SCSS", 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 4, 20, 126
"/Users/suwei/Desktop/ep-analysis-front/src/styles/mixin.scss", "SCSS", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/suwei/Desktop/ep-analysis-front/src/styles/sidebar.scss", "SCSS", 0, 0, 0, 0, 0, 177, 0, 0, 0, 0, 0, 6, 38, 221
"/Users/suwei/Desktop/ep-analysis-front/src/styles/transition.scss", "SCSS", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 4, 10, 49
"/Users/suwei/Desktop/ep-analysis-front/src/styles/variables.scss", "SCSS", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 4, 6, 36
"/Users/suwei/Desktop/ep-analysis-front/src/utils/auth.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 29
"/Users/suwei/Desktop/ep-analysis-front/src/utils/deep-clone.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"/Users/suwei/Desktop/ep-analysis-front/src/utils/get-page-title.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/suwei/Desktop/ep-analysis-front/src/utils/getDuration.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 46
"/Users/suwei/Desktop/ep-analysis-front/src/utils/index.js", "JavaScript", 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 12, 161
"/Users/suwei/Desktop/ep-analysis-front/src/utils/noticeType.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/suwei/Desktop/ep-analysis-front/src/utils/numberRange.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/suwei/Desktop/ep-analysis-front/src/utils/request-foundation.js", "JavaScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 7, 83
"/Users/suwei/Desktop/ep-analysis-front/src/utils/request.js", "JavaScript", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 60
"/Users/suwei/Desktop/ep-analysis-front/src/utils/scroll-to.js", "JavaScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 5, 59
"/Users/suwei/Desktop/ep-analysis-front/src/utils/toPercent.js", "JavaScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/suwei/Desktop/ep-analysis-front/src/utils/validate.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 21
"/Users/suwei/Desktop/ep-analysis-front/src/views/404.vue", "Vue", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 3, 64
"/Users/suwei/Desktop/ep-analysis-front/src/views/acount/permission/create.vue", "Vue", 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 8, 8, 214
"/Users/suwei/Desktop/ep-analysis-front/src/views/acount/permission/index.vue", "Vue", 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 5, 192
"/Users/suwei/Desktop/ep-analysis-front/src/views/acount/role/create.vue", "Vue", 0, 0, 0, 359, 0, 0, 0, 0, 0, 0, 0, 7, 8, 374
"/Users/suwei/Desktop/ep-analysis-front/src/views/acount/role/dialog.vue", "Vue", 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 2, 4, 125
"/Users/suwei/Desktop/ep-analysis-front/src/views/acount/role/index.vue", "Vue", 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 0, 4, 8, 162
"/Users/suwei/Desktop/ep-analysis-front/src/views/acount/user/components/TabPane.vue", "Vue", 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 9, 109
"/Users/suwei/Desktop/ep-analysis-front/src/views/acount/user/create.vue", "Vue", 0, 0, 0, 159, 0, 0, 0, 0, 0, 0, 0, 0, 8, 167
"/Users/suwei/Desktop/ep-analysis-front/src/views/acount/user/index.vue", "Vue", 0, 0, 0, 268, 0, 0, 0, 0, 0, 0, 0, 0, 9, 277
"/Users/suwei/Desktop/ep-analysis-front/src/views/dashboard/components/DashTemplate.vue", "Vue", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 3, 4, 88
"/Users/suwei/Desktop/ep-analysis-front/src/views/dashboard/index.vue", "Vue", 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 6, 167
"/Users/suwei/Desktop/ep-analysis-front/src/views/demand/ops/devops/OpsTable.vue", "Vue", 0, 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 5, 175
"/Users/suwei/Desktop/ep-analysis-front/src/views/demand/ops/devops/index.vue", "Vue", 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 5, 7, 281
"/Users/suwei/Desktop/ep-analysis-front/src/views/demand/ops/index.vue", "Vue", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/suwei/Desktop/ep-analysis-front/src/views/demand/water/alarm/index.vue", "Vue", 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 9, 220
"/Users/suwei/Desktop/ep-analysis-front/src/views/demand/water/breakdown/index.vue", "Vue", 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 8, 223
"/Users/suwei/Desktop/ep-analysis-front/src/views/demand/water/index.vue", "Vue", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/suwei/Desktop/ep-analysis-front/src/views/demand/water/inspection/index.vue", "Vue", 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 9, 224
"/Users/suwei/Desktop/ep-analysis-front/src/views/demand/water/maintenance/index.vue", "Vue", 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 9, 224
"/Users/suwei/Desktop/ep-analysis-front/src/views/login/index.vue", "Vue", 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 0, 3, 25, 238
"/Users/suwei/Desktop/ep-analysis-front/src/views/opbench/index.vue", "Vue", 0, 0, 0, 313, 0, 0, 0, 0, 0, 0, 0, 0, 8, 321
"/Users/suwei/Desktop/ep-analysis-front/src/views/operate/OperateTable.vue", "Vue", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 10, 6, 149
"/Users/suwei/Desktop/ep-analysis-front/src/views/operate/index.vue", "Vue", 0, 0, 0, 141, 0, 0, 0, 0, 0, 0, 0, 10, 6, 157
"/Users/suwei/Desktop/ep-analysis-front/src/views/platdict/PlatDict.vue", "Vue", 0, 0, 0, 408, 0, 0, 0, 0, 0, 0, 0, 0, 7, 415
"/Users/suwei/Desktop/ep-analysis-front/src/views/platdict/index.vue", "Vue", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"/Users/suwei/Desktop/ep-analysis-front/src/views/process/OperateBoard.vue", "Vue", 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 0, 0, 9, 176
"/Users/suwei/Desktop/ep-analysis-front/src/views/process/category.vue", "Vue", 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 5, 201
"/Users/suwei/Desktop/ep-analysis-front/src/views/process/components/BarChart.vue", "Vue", 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 4, 113
"/Users/suwei/Desktop/ep-analysis-front/src/views/process/components/BlueSvg.vue", "Vue", 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 4, 89
"/Users/suwei/Desktop/ep-analysis-front/src/views/process/components/CardChart.vue", "Vue", 0, 0, 0, 256, 0, 0, 0, 0, 0, 0, 0, 0, 4, 260
"/Users/suwei/Desktop/ep-analysis-front/src/views/process/components/EventCard.vue", "Vue", 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 4, 64
"/Users/suwei/Desktop/ep-analysis-front/src/views/process/components/FlowTable.vue", "Vue", 0, 0, 0, 343, 0, 0, 0, 0, 0, 0, 0, 0, 6, 349
